Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
since harry must create many cookies that she can arrange since petunia should make the chocolate which voldemort must prepare ginny can giggle,since harry must make the cookies that a student can make the cookies that dobby must make the cookies that dobby must make,23,23,23,0,0,N/A,N/A
because a witch must eat the strudel which the student should sprinkle since harry may make many croissants hermione must assemble the strudels,because a witch should assemble many chocolates the student should make many which the student should assemble the strudels which the student must hide,23,23,24,0,0,N/A,N/A
since james must jump petunia may sprinkle the doughnuts that george should chew because lupin should smile because george may make the doughnuts,since james may sprinkle the doughnuts that lupin should sprinkle the doughnuts that lupin should sprinkle,23,23,16,0,0,N/A,N/A
since james should chew the chocolates that the professor must eat fred should assemble the souffles because the wizard can eat the strudels,since james should chew the strudels that dobby should assemble the souffles because the student should assemble the souffles,23,23,19,0,0,N/A,N/A
because dobby can gobble the pancakes which a wizard must sprinkle she should smile,because a professor can gobble the pancakes which a student may gobble the pancakes which dobby can gobble the pancakes which dobby can gobble,14,14,24,0,0,N/A,N/A
because the student can wiggle mcgonagall may assemble many doughnuts that fred may hide,because the student should assemble many doughnuts that a student should assemble,14,14,12,0,1,0,0
since fred should party a wizard may gobble a croissant which sirius may assemble,since fred should party a croissant since ginny may assemble a eclaire,14,14,12,0,1,0,0
because hagrid must hiccup petunia must chew the pancakes,because hagrid must chew the pancakes because hagrid must chew the pancakes,9,9,12,0,1,0,0
because ginny must assemble many eclaires hermione can laugh,because ginny must assemble many eclaires hermione must assemble many eclaires,9,9,11,0,1,0,0
because dobby should gobble the baklava ron should jump,because dobby should gobble the baklava ron should arrange the baklava ron should make,9,9,14,0,0,N/A,N/A
because neville must wiggle voldemort must arrange many chocolates,because neville must assemble many chocolates,9,9,6,0,1,0,0
since he may run mcgonagall must gobble the doughnuts,since he may not gobble the doughnuts,9,9,7,0,1,0,0
because vernon must make the croissants that ron should hide lily should sprinkle the pancakes which petunia may create,because snape must make the croissants ron must hide the croissants ron must sprinkle the croissants ron must sprinkle the croissants,19,19,21,0,0,N/A,N/A
since ginny should make a eclaire that ginny must create petunia may hide the pancakes that draco can eat,since ginny should make the pancakes that ginny should hide the pancakes that ginny should hide,19,19,16,0,0,N/A,N/A
because harry may gobble a cake which voldemort should chew hagrid should hide the strudels which neville must eat,because harry may hide the strudels which neville should hide,19,19,10,0,1,0,0
since a student should sprinkle the croissants hermione should assemble a chocolate since the professor should sprinkle the baklava,since a student should sprinkle the baklava since hermione should sprinkle the baklava since hagrid must sprinkle the baklava,19,19,19,0,1,0,0
because ron can run ron may arrange the eclaires,because can run the eclaires ron should arrange the eclaires,9,9,10,0,0,N/A,N/A
since petunia should hiccup albus should sprinkle the chocolates,since petunia should sprinkle the chocolates since hermione should sprinkle the chocolates,9,9,12,0,1,0,0
because george must smile she must sprinkle the cakes,because george must sprinkle the cakes because she must sprinkle the cakes,9,9,12,0,1,0,0
since ginny should make a chocolate hermione must wiggle,since ginny should make a doughnut,9,9,6,0,1,0,0
because fred must sprinkle the croissants lily must smile,because sirius must sprinkle the croissants because fred must sprinkle the croissants,9,9,12,0,1,0,0
since a witch must create a eclaire mcgonagall must eat the strudels,since a witch must eat the strudels,12,12,7,0,1,0,0
since a witch can create the souffle voldemort must sprinkle a cake,since a can create the souffle,12,12,6,0,0,N/A,N/A
because lily can make a cake the wizard should gobble the baklava,because the student should gobble the baklava,12,12,7,0,1,0,0
since she may sprinkle a souffle she may jump,since she may jump a doughnut which voldemort may jump,9,9,10,0,1,0,0
because mcgonagall should laugh mcgonagall can sprinkle the cakes,because should laugh the cakes because mcgonagall can assemble the cakes,9,9,11,0,0,N/A,N/A
because harry should run hermione may gobble the croissants,harry must run since james may gobble the croissants,9,9,9,0,1,0,0
since ron should create the eclaire ron can laugh,since ron should create a eclaire ron may laugh,9,9,9,0,1,1,1
since a student should prepare a baklava that albus should prepare since hermione must party fred should arrange a croissant which hermione must assemble,since a student must prepare a baklava which a professor must assemble,24,24,12,0,1,0,0
because a wizard can assemble a cake albus should assemble the croissant since a wizard should assemble a cookie that the professor may make,because a wizard can assemble the croissant that the student should assemble,24,24,12,0,1,0,0
because ron should create the strudels he should assemble the souffles,because should assemble the souffles ron should assemble the souffles,11,11,10,0,0,N/A,N/A
because she should hide the strudel voldemort can create the souffles,because she should hide the strudel that she can hide the strudel,11,11,12,0,0,N/A,N/A
since neville can make the chocolate petunia can arrange the chocolate,since neville can make the chocolate that voldemort may make the chocolate,11,11,12,0,0,N/A,N/A
since the student must prepare the eclaires that snape may chew fred should hide the eclaire that fred must create because lily should smile,since the student must prepare the eclaire that snape may hide the chocolates that snape may hide,24,24,17,0,0,N/A,N/A
