target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Negates Target Verb in Main Clause,Negation Present Outside the Main Clause,Parseable
draco should not chew the eclaire that hermione must assemble since harry may gobble a cookie which she must prepare,draco should not chew the eclaire that hermione must assemble since harry may gobble a cookie which she must prepare,19,20,20,1,1,1,1,1,1,0,1
the wizard must not arrange a baklava,the wizard must not arrange a baklava,6,7,7,1,1,1,1,1,1,0,1
a professor can not make the eclaire,a professor can not make the eclaire,6,7,7,1,1,1,1,1,1,0,1
a student must not eat the baklava,a student must not eat the baklava,6,7,7,1,1,1,1,1,1,0,1
a professor may not gobble the croissants,a professor may not gobble the croissants,6,7,7,1,1,1,1,1,1,0,1
george must not sprinkle a cake that the student must make,george must not sprinkle a cake that the student must make,10,11,11,1,1,1,1,1,1,0,1
george must not eat the cookies which the wizard should assemble,george must not eat the cookies which the wizard should assemble,10,11,11,1,1,1,1,1,1,0,1
neville should not make the doughnuts which the professor must sprinkle,neville should not make the doughnuts which the professor must sprinkle,10,11,11,1,1,1,1,1,1,0,1
a wizard must not make a strudel that snape should chew,a wizard must not make a strudel that snape should chew,10,11,11,1,1,1,1,1,1,0,1
ron should not make the doughnut,ron should not make the doughnut,5,6,6,1,1,1,1,1,1,0,1
ginny should not create the croissants,ginny should not create the croissants,5,6,6,1,1,1,1,1,1,0,1
george must not prepare the cookies,george must not prepare the cookies,5,6,6,1,1,1,1,1,1,0,1
dobby should not chew a chocolate,dobby should not chew a chocolate,5,6,6,1,1,1,1,1,1,0,1
james must not arrange the croissants,james must not arrange the croissants,5,6,6,1,1,1,1,1,1,0,1
since voldemort must smile ron should not hide the chocolate that george must hide,since voldemort must smile ron should not hide the chocolate that george must hide,13,14,14,1,1,1,1,1,1,0,1
because vernon can eat the chocolate petunia can not smile since draco must giggle,because vernon can eat the chocolate petunia can not smile since draco must giggle,13,14,14,1,1,1,1,1,1,0,1
petunia should not giggle because hermione may chew the croissants that harry may eat,petunia should not giggle because hermione may chew the croissants that harry may eat,13,14,14,1,1,1,1,1,1,0,1
because draco must eat many souffles that george can make he can not gobble the pancake that lupin must eat,because draco must eat many souffles that george can make he can not gobble the pancake that lupin must eat,19,20,20,1,1,1,1,1,1,0,1
since albus may create a eclaire that lily should sprinkle lupin should not assemble many cookies that james must arrange,since albus may create a eclaire that lily should sprinkle lupin should not assemble many cookies that james must arrange,19,20,20,1,1,1,1,1,1,0,1
fred must not sprinkle the pancakes that a student can make,fred must not sprinkle the pancakes that a student can make,10,11,11,1,1,1,1,1,1,0,1
hagrid must not create a doughnut that a wizard should hide,hagrid must not create a doughnut that a wizard should hide,10,11,11,1,1,1,1,1,1,0,1
ginny can not jump,ginny can not jump,3,4,4,1,1,1,1,1,1,0,1
lupin must not hiccup,lupin must not hiccup,3,4,4,1,1,1,1,1,1,0,1
george must not party,george must not party,3,4,4,1,1,1,1,1,1,0,1
the student must not chew the strudel,the student must not chew the strudel,6,7,7,1,1,1,1,1,1,0,1
a student should not arrange a chocolate,a student should not arrange a chocolate,6,7,7,1,1,1,1,1,1,0,1
a wizard should not assemble the croissants,a wizard should not assemble the croissants,6,7,7,1,1,1,1,1,1,0,1
the student may not assemble a pancake,the student may not assemble a pancake,6,7,7,1,1,1,1,1,1,0,1
the student can not eat the eclaires,the student can not eat the eclaires,6,7,7,1,1,1,1,1,1,0,1
since hagrid should prepare the eclaire that lupin may make lily should not hide the baklava,since hagrid should prepare the eclaire that lupin may make lily should not hide the baklava,15,16,16,1,1,1,1,1,1,0,1
since lupin can create many baklava that lily should create dobby must not gobble the croissant,since lupin can create many baklava that lily should create dobby must not gobble the croissant,15,16,16,1,1,1,1,1,1,0,1
george must not create the souffles which she may chew because james may sprinkle the baklava,george must not create the souffles which she may chew because james may sprinkle the baklava,15,16,16,1,1,1,1,1,1,0,1
dobby must not make the cookies that she may assemble,dobby must not make the cookies that she may assemble,9,10,10,1,1,1,1,1,1,0,1
draco can not assemble the chocolate that james may create,draco can not assemble the chocolate that james may create,9,10,10,1,1,1,1,1,1,0,1
she must not arrange the cookie,she must not arrange the cookie,5,6,6,1,1,1,1,1,1,0,1
mcgonagall should not assemble the pancake,mcgonagall should not assemble the pancake,5,6,6,1,1,1,1,1,1,0,1
since the witch can swim because petunia must smile she must not hide many cookies which petunia should eat,since the witch can swim because petunia must smile she must not hide many cookies which petunia should eat,18,19,19,1,1,1,1,1,1,0,1
since lupin must party she may not wiggle,since lupin must party she may not wiggle,7,8,8,1,1,1,1,1,1,0,1
because mcgonagall must giggle vernon should not assemble a croissant,because mcgonagall must giggle vernon should not assemble a croissant,9,10,10,1,1,1,1,1,1,0,1
albus can not make the baklava which vernon should create,albus can not make the baklava which vernon should create,9,10,10,1,1,1,1,1,1,0,1
lily can not prepare the strudels which harry must hide,lily can not prepare the strudels which harry must hide,9,10,10,1,1,1,1,1,1,0,1
james can not sprinkle the souffles,james can not sprinkle the souffles,5,6,6,1,1,1,1,1,1,0,1
draco may not make the eclaire,draco may not make the eclaire,5,6,6,1,1,1,1,1,1,0,1
vernon may not eat the doughnuts,vernon may not eat the doughnuts,5,6,6,1,1,1,1,1,1,0,1
vernon may not assemble the souffle,vernon may not assemble the souffle,5,6,6,1,1,1,1,1,1,0,1
snape may not prepare a cookie,snape may not prepare a cookie,5,6,6,1,1,1,1,1,1,0,1
fred may not make a doughnut which draco can make,fred may not make a doughnut which draco can make,9,10,10,1,1,1,1,1,1,0,1
draco may not chew a doughnut which neville must assemble,draco may not chew a doughnut which neville must assemble,9,10,10,1,1,1,1,1,1,0,1
since lupin should create the strudels lily may not walk,since lupin should create the strudels lily may not walk,9,10,10,1,1,1,1,1,1,0,1
lily should not gobble the chocolate that fred can prepare,lily should not gobble the chocolate that fred can prepare,9,10,10,1,1,1,1,1,1,0,1
fred should not prepare a strudel which draco may create since harry should smile,fred should not prepare a strudel which draco may create since harry should smile,13,14,14,1,1,1,1,1,1,0,1
because lily may hiccup she must not hide a strudel which neville must chew,because lily may hiccup she must not hide a strudel which neville must chew,13,14,14,1,1,1,1,1,1,0,1
dobby should not swim because neville can make the doughnuts which fred must assemble,dobby should not swim because neville can make the doughnuts which fred must assemble,13,14,14,1,1,1,1,1,1,0,1
ginny may not chew the croissants that the witch must arrange,ginny may not chew the croissants that the witch must arrange,10,11,11,1,1,1,1,1,1,0,1
the student should not walk since fred may chew the chocolates,the student should not walk since fred may chew the chocolates,10,11,11,1,1,1,1,1,1,0,1
ginny may not create the cookie which the professor must prepare,ginny may not create the cookie which the professor must prepare,10,11,11,1,1,1,1,1,1,0,1
the student should not assemble many chocolates which she may gobble,the student should not assemble many chocolates which she may gobble,10,11,11,1,1,1,1,1,1,0,1
hagrid can not hiccup,hagrid can not hiccup,3,4,4,1,1,1,1,1,1,0,1
albus should not swim,albus should not swim,3,4,4,1,1,1,1,1,1,0,1
hagrid may not jump,hagrid may not jump,3,4,4,1,1,1,1,1,1,0,1
mcgonagall should not walk,mcgonagall should not walk,3,4,4,1,1,1,1,1,1,0,1
because harry can assemble the baklava that lupin must make ginny may not prepare many cakes,because harry can assemble the baklava that lupin must make ginny may not prepare many cakes,15,16,16,1,1,1,1,1,1,0,1
james should not eat the strudels which hermione should gobble because she can sprinkle the strudels,james should not eat the strudels which hermione should gobble because she can sprinkle the strudels,15,16,16,1,1,1,1,1,1,0,1
she should not make a strudel that she can assemble because the professor may sprinkle the croissant which harry may make,she should not make a strudel that she can assemble because the professor may sprinkle the croissant which harry may make,20,21,21,1,1,1,1,1,1,0,1
snape may not eat the baklava that ron may assemble since the student should chew the chocolates which lupin may sprinkle,snape may not eat the baklava that ron may assemble since the student should chew the chocolates which lupin may sprinkle,20,21,21,1,1,1,1,1,1,0,1
hagrid can not prepare the eclaire which petunia can make because he may eat the croissants that ginny must chew,hagrid can not prepare the eclaire which petunia can make because he may eat the croissants that ginny must chew,19,20,20,1,1,1,1,1,1,0,1
snape can not hide the strudel that george must sprinkle,snape can not hide the strudel that george must sprinkle,9,10,10,1,1,1,1,1,1,0,1
because harry should walk ginny must not prepare a baklava,because harry should walk ginny must not prepare a baklava,9,10,10,1,1,1,1,1,1,0,1
fred must not assemble the pancake that she can chew,fred must not assemble the pancake that she can chew,9,10,10,1,1,1,1,1,1,0,1
draco may not hide a cookie that the professor must gobble,draco may not hide a cookie that the professor must gobble,10,11,11,1,1,1,1,1,1,0,1
the student should not eat many doughnuts that she should arrange,the student should not eat many doughnuts that she should arrange,10,11,11,1,1,1,1,1,1,0,1
vernon should not arrange the cakes that harry can make,vernon should not arrange the cakes that harry can make,9,10,10,1,1,1,1,1,1,0,1
vernon can not arrange the croissant which petunia can sprinkle,vernon can not arrange the croissant which petunia can sprinkle,9,10,10,1,1,1,1,1,1,0,1
hermione must not create the cake which petunia must make since she may sprinkle the baklava,hermione must not create the cake which petunia must make since she may sprinkle the baklava,15,16,16,1,1,1,1,1,1,0,1
since draco may assemble a cookie petunia may not make a chocolate which hermione must assemble,since draco may assemble a cookie petunia may not make a chocolate which hermione must assemble,15,16,16,1,1,1,1,1,1,0,1
a professor must not sprinkle the souffles,a professor must not sprinkle the souffles,6,7,7,1,1,1,1,1,1,0,1
a student should not create the souffles,a student should not create the souffles,6,7,7,1,1,1,1,1,1,0,1
fred can not assemble the baklava,fred can not assemble the baklava,5,6,6,1,1,1,1,1,1,0,1
petunia must not hide the croissants that george should gobble,petunia must not hide the croissants that george should gobble,9,10,10,1,1,1,1,1,1,0,1
sirius must not make a croissant that he can arrange,sirius must not make a croissant that he can arrange,9,10,10,1,1,1,1,1,1,0,1
since lupin must hiccup lily must not hide the strudel,since lupin must hiccup lily must not hide the strudel,9,10,10,1,1,1,1,1,1,0,1
she must not laugh,she must not laugh,3,4,4,1,1,1,1,1,1,0,1
she may not wiggle,she may not wiggle,3,4,4,1,1,1,1,1,1,0,1
dobby can not walk,dobby can not walk,3,4,4,1,1,1,1,1,1,0,1
because harry should hide many doughnuts the wizard must not assemble a cookie,because harry should hide many doughnuts the wizard must not assemble a cookie,12,13,13,1,1,1,1,1,1,0,1
the student can not sprinkle the strudels which snape may chew,the student can not sprinkle the strudels which snape may chew,10,11,11,1,1,1,1,1,1,0,1
