target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Parseable
james should not gobble the doughnut,james should not sprinkle the pancake,5,6,6,0,1,0,0,0,1
vernon must not assemble a doughnut,vernon must not hide a baklava,5,6,6,0,1,0,0,0,1
george must not giggle since sirius may prepare a cookie because harry can sprinkle the doughnuts that james can eat,the can not create the pancake that can can eat,19,20,10,0,N/A,N/A,N/A,0,0
since draco should chew the chocolates because mcgonagall may arrange the eclaires which dobby must arrange neville may not jump,because a student can chew the baklava that he must chew the baklava that he can chew the baklava that he can chew the baklava that he can chew the,19,20,30,0,N/A,N/A,N/A,0,0
dobby must not sprinkle the strudel which albus may arrange because hermione should create a souffle which fred may make,dobby must not arrange the strudel,19,20,6,0,0,0,0,0,1
hagrid can not giggle,hagrid can not,3,4,3,0,N/A,N/A,N/A,0,0
hagrid can not smile,hagrid can not,3,4,3,0,N/A,N/A,N/A,0,0
harry must not walk,harry must not hide,3,4,4,0,1,0,0,0,1
sirius may not run,sirius may not arrange,3,4,4,0,1,0,0,0,1
because he may hide many souffles fred must not chew the baklava because lupin may jump,because may may eat the baklava because the may assemble the baklava,15,16,12,0,N/A,N/A,N/A,0,0
since albus must chew the souffles which ginny can hide hermione should not assemble the cakes,since he must not the pancake,15,16,6,0,N/A,N/A,N/A,0,0
lupin can not make the chocolate because snape should assemble the doughnut which ginny must sprinkle,because mcgonagall must eat the professor can sprinkle the professor can sprinkle the professor can sprinkle the can eat the souffle which mcgonagall may eat the souffle which she may,15,16,30,0,N/A,N/A,N/A,0,0
hermione may not hide the chocolates that draco should sprinkle since petunia can chew the cakes,draco should not eat the baklava which the student should not eat the baklava which she should sprinkle,15,16,18,0,N/A,N/A,N/A,0,0
albus should not gobble the baklava since vernon can sprinkle the croissants that vernon can eat,the student can not gobble the pancake,15,16,7,0,0,0,0,1,1
vernon must not hide the cookies,vernon must not hide,5,6,4,0,0,0,0,1,1
hermione should not make a eclaire,hermione should not assemble a eclaire,5,6,6,0,1,0,0,0,1
fred may not make a pancake,fred may not assemble a chocolate,5,6,6,0,1,0,0,0,1
lupin may not sprinkle the strudel,lupin may not assemble the souffles,5,6,6,0,0,0,0,0,1
fred should not create a pancake,fred should not assemble a cookie,5,6,6,0,1,0,0,0,1
george should not eat the chocolates,the professor can not gobble the chocolates,5,6,7,0,0,1,0,0,1
ron must not create the strudels,ron may not,5,6,3,0,N/A,N/A,N/A,0,0
he must not prepare the chocolates,he must not chew the eclaires,5,6,6,0,1,0,0,0,1
dobby should not arrange a pancake,dobby should not hide,5,6,4,0,0,0,0,0,1
hagrid must not arrange many doughnuts,hagrid must not assemble the baklava,5,6,6,0,1,0,0,0,1
because he may prepare the eclaires which james can create the witch may not smile,because may may not the baklava,14,15,6,0,N/A,N/A,N/A,0,0
the professor must not assemble the chocolates that lily must assemble,the professor must not the the croissants,10,11,7,0,N/A,N/A,N/A,0,0
vernon must not jump since the student should arrange the souffles,vernon must not hide the chocolates,10,11,6,0,0,0,0,0,1
hagrid must not giggle,hagrid must not chew the eclaires,3,4,6,0,0,0,0,0,1
dobby may not walk,dobby may not hiccup,3,4,4,0,1,0,0,0,1
fred should not swim,fred should not assemble the,3,4,5,0,N/A,N/A,N/A,0,0
snape should not laugh,snape should not laugh,3,4,4,1,1,1,1,1,1
draco may not eat the doughnuts that harry can chew,draco can not create the chocolates that she can eat,9,10,10,0,0,0,0,0,1
because a witch can prepare the chocolates a student must not arrange many eclaires,because a student should not create a cake,13,14,8,0,0,0,0,0,1
because lily must assemble the strudel which albus can gobble lily should not giggle,because he must eat the cakes that dobby may not eat the cakes,13,14,13,0,N/A,N/A,N/A,0,0
since lily can hide the cookie since albus should make the eclaires that ginny may chew james may not party,since a student can not prepare a chocolate,19,20,8,0,0,0,0,0,1
hagrid can not prepare the eclaire which petunia can make because he may eat the croissants that ginny must chew,because mcgonagall must eat the baklava that mcgonagall must eat the baklava that mcgonagall must create,19,20,16,0,N/A,N/A,N/A,0,0
since hermione should make the baklava that albus can chew she can not eat a souffle that albus must hide,since vernon must not chew a chocolate that a must not create,19,20,12,0,N/A,N/A,N/A,0,0
since fred can arrange the eclaires that ginny can create draco can not arrange a cake that petunia must prepare,draco can not create a chocolate that a student can create,19,20,11,0,0,0,0,0,1
fred may not giggle since lupin must arrange a eclaire because dobby may eat the strudels because voldemort should sprinkle a pancake,because a professor should not assemble a cookie a professor should not assemble a cookie,21,22,15,0,0,0,0,0,1
neville must not eat the cakes that ginny can create since a professor must eat the chocolates which a student should chew,neville must not chew a eclaire,21,22,6,0,0,0,0,0,1
since draco must prepare the croissant that the student should eat the witch may not assemble many souffles which fred must make,since a professor must not assemble a chocolate that a professor must not create the baklava that a must assemble,21,22,20,0,N/A,N/A,N/A,1,0
because lily must chew a cake because lupin may create the cookie that a professor may create petunia may not swim,because may should not eat the cakes that a student should not hide the cakes,20,21,15,0,N/A,N/A,N/A,0,0
neville can not prepare the doughnuts which draco should sprinkle,the can not prepare the chocolates,9,10,6,0,N/A,N/A,N/A,1,0
ron must not eat the baklava that mcgonagall must arrange,ron must not arrange the baklava that she must chew,9,10,10,0,0,0,0,0,1
draco must not assemble a croissant that voldemort may create,draco must not arrange a pancake that a student must eat,9,10,11,0,0,1,0,0,1
she can not gobble the doughnuts that she must gobble,she must not create the cookies that she must create,9,10,10,0,1,0,0,0,1
since lupin must hiccup lily must not hide the strudel,lupin must not chew the strudel that lupin must not chew,9,10,11,0,N/A,N/A,N/A,0,0
draco must not chew the eclaire which petunia may arrange,draco must not arrange the strudel that draco must not,9,10,10,0,N/A,N/A,N/A,0,0
he should not make the chocolates that snape should make,she should not prepare the cookies that should should make,9,10,10,0,N/A,N/A,N/A,0,0
because he should swim harry may not make the baklava,because ginny can not gobble the baklava,9,10,7,0,0,0,0,0,1
lupin can not arrange a cake which harry may assemble,lupin can not assemble the souffles,9,10,6,0,0,0,0,0,1
since hermione should arrange the pancake a professor should not arrange a eclaire that george can assemble,since voldemort must not the baklava that hagrid must not chew the baklava,16,17,13,0,N/A,N/A,N/A,0,0
since fred must sprinkle a doughnut which the wizard may hide he can not assemble the croissant,since voldemort should hide the baklava,16,17,6,0,0,0,0,0,1
lupin may not arrange a baklava that fred must hide because the witch must hide the eclaires,lupin may not assemble a cookie,16,17,6,0,0,0,0,0,1
since fred may gobble a cake petunia may not make the pancake which a wizard must create,since voldemort must prepare a croissant,16,17,6,0,0,0,0,0,1
because mcgonagall may sprinkle the baklava that hagrid can gobble dobby must not assemble many eclaires,because dobby must not eat the baklava which he must not eat the baklava which he must gobble the cakes which he must gobble,15,16,24,0,N/A,N/A,N/A,0,0
draco should not create the doughnuts,draco should not sprinkle the strudels,5,6,6,0,1,0,0,0,1
petunia should not prepare the cake,the professor should not,5,6,4,0,N/A,N/A,N/A,0,0
draco should not make a doughnut,draco should not make a pancake,5,6,6,0,1,0,0,1,1
harry may not gobble the eclaire,harry may not prepare the pancakes,5,6,6,0,0,0,0,0,1
harry must not eat the cookies,harry must not create the,5,6,5,0,N/A,N/A,N/A,0,0
a wizard should not smile because the student must create a pancake that mcgonagall must make,a professor should not make a croissant,15,16,7,0,0,0,0,0,1
since lupin may hide the croissants george can not make the strudels that vernon should hide,vernon should not hide the cookies,15,16,6,0,0,0,0,0,1
because harry should sprinkle a eclaire voldemort can not create the croissants which hermione may create,because may may not eat the cakes that he may not eat the cakes that he may not,15,16,18,0,N/A,N/A,N/A,0,0
mcgonagall must not hide a chocolate since ron may arrange a eclaire that snape can arrange,mcgonagall may not chew a chocolate,15,16,6,0,0,0,0,0,1
sirius should not swim,sirius should not hide the strudels,3,4,6,0,0,0,0,0,1
james may not swim,james may not,3,4,3,0,N/A,N/A,N/A,0,0
george must not smile,george must not,3,4,3,0,N/A,N/A,N/A,0,0
hermione may not run,hermione may not arrange,3,4,4,0,1,0,0,0,1
since the witch may make the eclaires which petunia should make lupin must not giggle,lupin must not gobble the souffles that lupin must not,14,15,10,0,N/A,N/A,N/A,0,0
since snape may smile ron should not sprinkle a baklava which hagrid should prepare,since voldemort may assemble the croissant,13,14,6,0,0,0,0,0,1
harry should not swim since hagrid can hide the eclaires that snape can gobble,harry can not create the eclaires,13,14,6,0,0,0,0,0,1
he must not arrange the eclaire which a professor should make because hermione can assemble the eclaires,he must not assemble the baklava,16,17,6,0,0,0,0,0,1
she should not arrange a doughnut because hermione should prepare a baklava that ginny may sprinkle,she should not assemble the baklava,15,16,6,0,0,0,0,0,1
snape should not run,snape should not,3,4,3,0,N/A,N/A,N/A,0,0
george may not giggle,george may not,3,4,3,0,N/A,N/A,N/A,0,0
he should not party,he should not hide,3,4,4,0,1,0,0,0,1
albus can not swim,albus can not,3,4,3,0,N/A,N/A,N/A,0,0
since voldemort must hide the croissants that hermione can hide sirius should not gobble the pancakes that a witch may gobble,since may may not create the pancakes that a student may not create the pancakes that a student may create,20,21,20,0,N/A,N/A,N/A,0,0
since neville should create the strudel which a student should sprinkle vernon may not chew a souffle since mcgonagall may party,neville should not prepare a baklava that neville should assemble,20,21,10,0,0,0,0,0,1
mcgonagall can not hide the eclaires that she should hide because neville must assemble the croissants that the student may sprinkle,neville should not assemble the baklava which neville should not assemble the baklava that neville should assemble,20,21,17,0,N/A,N/A,N/A,0,0
since a witch should make a cookie a wizard should not hide the eclaires,since he should not the baklava,13,14,6,0,N/A,N/A,N/A,0,0
since mcgonagall should sprinkle a cookie which dobby must create james may not jump,since dobby may prepare the baklava,13,14,6,0,0,0,0,0,1
since lupin must hiccup hermione can not chew the pancake that ron must prepare,since lupin must gobble a pancake that lupin must chew,13,14,10,0,0,0,0,0,1
draco should not giggle because harry should eat the eclaires that hermione may eat,draco should not eat the cakes that he should not,13,14,10,0,N/A,N/A,N/A,0,0
draco must not create the cake,draco must not arrange the baklava,5,6,6,0,1,0,0,0,1
dobby should not prepare many cakes,dobby should not hide,5,6,4,0,0,0,0,0,1
albus can not make the chocolates,draco can not create the chocolates,5,6,6,0,1,0,0,0,1
fred can not create many cakes,he can not chew the cookies,5,6,6,0,0,0,0,0,1
hagrid may not assemble a baklava,hagrid may not assemble a pancake,5,6,6,0,0,0,0,1,1
the student must not make the doughnuts that ron should eat,the professor must not chew the pancake,10,11,7,0,0,0,0,0,1
fred should not hide the croissant which a professor should create,fred should not assemble a cookie,10,11,6,0,0,0,0,0,1
draco can not prepare the doughnuts that a professor may chew,vernon can not chew the chocolates,10,11,6,0,0,0,0,0,1
hermione must not hide the croissant that a witch must arrange,hermione must not arrange a strudel,10,11,6,0,0,0,0,0,1
lupin should not assemble many cakes which vernon can assemble,lupin should not assemble the souffles that lupin must assemble,9,10,10,0,1,0,0,1,1
harry must not chew a baklava which neville must hide,harry must not hide the eclaires that harry must create,9,10,10,0,1,0,0,0,1
