target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Parseable
snape may wiggle because vernon should gobble the croissant that snape may make,vernon should make a cake that vernon should make,13,13,9,0,0,0,1
because snape may prepare the strudels that lupin may hide hermione must create the strudels that the witch can chew,because the professor can chew the souffles,20,20,7,0,0,0,1
dobby can sprinkle the doughnuts,the professor can create the strudels,5,5,6,0,0,1,1
lily must sprinkle the croissants,the student must assemble the croissants,5,5,6,0,0,1,1
harry must arrange the strudel,harry must create the,5,5,4,0,N/A,N/A,0
harry may create the chocolate,harry may sprinkle the pancakes,5,5,5,0,0,0,1
petunia must chew many cookies,petunia must hide the doughnut,5,5,5,0,0,0,1
because dobby must gobble the doughnuts that fred may hide because a witch should gobble the cakes james must gobble the doughnut,because the must eat the baklava that dobby must create the cakes that dobby must create the cakes that dobby must create,22,22,22,0,N/A,N/A,0
she must jump since fred should prepare the eclaire,she may prepare the baklava,9,9,5,0,0,0,1
james must sprinkle the baklava that dobby must hide,james must chew the professor that dobby must chew,9,9,9,0,N/A,N/A,0
mcgonagall must chew the croissant which lily should sprinkle,mcgonagall must assemble a baklava,9,9,5,0,0,0,1
sirius may chew a souffle that george can arrange,sirius may arrange a chocolate,9,9,5,0,0,0,1
mcgonagall must gobble the strudels that james should prepare,james should make the strudels,9,9,5,0,0,0,1
he can chew the cookies which she must eat,he must chew the eclaires that he can chew,9,9,9,0,1,0,1
ron must sprinkle the doughnuts which petunia must arrange,ron must chew the baklava,9,9,5,0,0,0,1
he can make the doughnut that george must arrange,the must create the must create the doughnut,9,9,8,0,N/A,N/A,0
dobby may prepare many souffles that mcgonagall must prepare,dobby may arrange the cookies,9,9,5,0,0,0,1
george should prepare the souffles that ron should hide,george should hide the pancakes,9,9,5,0,0,0,1
ginny must sprinkle the baklava,ginny must hide the baklava,5,5,5,0,1,0,1
fred can assemble a souffle,fred can make a pancake,5,5,5,0,1,0,1
draco must gobble a cake,draco must arrange a cake,5,5,5,0,1,0,1
she can gobble the pancake,she can gobble the pancake,5,5,5,1,1,1,1
ron must sprinkle many chocolates,ron must chew the baklava,5,5,5,0,1,0,1
draco can hide the doughnut that the professor must create,the must create the chocolates,10,10,5,0,N/A,N/A,0
because he may chew the chocolate petunia must jump,because a professor should chew the baklava that a professor should chew the baklava,9,9,14,0,N/A,N/A,0
mcgonagall may create the pancakes that vernon must arrange,vernon must create the pancakes that vernon must create,9,9,9,0,1,0,1
harry can create the pancake that sirius should gobble,the student can create the pancakes that she can create,9,9,10,0,0,1,1
lupin may hide the cakes which albus may gobble,lupin must chew the cakes that lupin may chew,9,9,9,0,1,0,1
hagrid should sprinkle many eclaires that james may sprinkle,hagrid should sprinkle the baklava,9,9,5,0,0,0,1
she should assemble the pancakes,she should gobble the baklava,5,5,5,0,1,0,1
she may arrange the souffles,she may gobble the baklava,5,5,5,0,1,0,1
harry can assemble the chocolate,harry can arrange the eclaires,5,5,5,0,0,0,1
draco must arrange many doughnuts,draco must arrange the strudel,5,5,5,0,0,0,1
she must gobble many cakes,she must chew,5,5,3,0,0,0,1
since he must giggle she must assemble the pancake that hagrid may make because voldemort must run,since voldemort must hide the strudel,17,17,6,0,0,0,1
the student must prepare a doughnut because george may chew many cookies that hermione may chew,the professor must chew the pancake,16,16,6,0,0,0,1
a professor may sprinkle the chocolates which mcgonagall should gobble since petunia should arrange the eclaire,a professor can sprinkle the chocolate,16,16,6,0,0,0,1
because the wizard must gobble many cakes james should eat the souffles which vernon can sprinkle,because the student can sprinkle the baklava which he can gobble the baklava,16,16,13,0,N/A,N/A,0
george should gobble the cakes which draco must sprinkle since the student may gobble many baklava,george should gobble the cakes that a professor should not,16,16,10,0,N/A,N/A,0
since james must arrange a baklava a professor must arrange the chocolate that ginny may chew,since voldemort must chew the baklava that must must chew,16,16,10,0,N/A,N/A,0
a student must jump,a student must make a cookie,4,4,6,0,0,0,1
because a professor must assemble the cakes that hermione should chew lily can run,because a professor must hide the baklava,14,14,7,0,0,0,1
lupin may gobble the eclaires since a wizard can walk because draco must walk,lupin must chew,14,14,3,0,0,0,1
the witch must chew many souffles that james must sprinkle because the professor should eat the pancakes,the professor can eat the pancake,17,17,6,0,0,0,1
the witch must create a souffle which petunia must make since dobby can chew many doughnuts,the professor must chew the baklava,16,16,6,0,0,0,1
a wizard can hide the baklava since voldemort can gobble the pancake that petunia can assemble,a student can make the baklava,16,16,6,0,0,0,1
the student should wiggle,the student should hide,4,4,4,0,1,0,1
since neville should eat many croissants which a student must arrange a professor can gobble many croissants that sirius can chew,neville should assemble a cake that neville should assemble,21,21,9,0,0,0,1
since snape must chew a doughnut the professor should run since petunia should create a souffle that the student should arrange,since voldemort must hide the strudel that he must chew,21,21,10,0,0,0,1
ginny should jump because james must arrange the doughnuts that a wizard can make,ginny should arrange a croissant,14,14,5,0,0,0,1
snape should smile since harry must create the baklava that draco should gobble,snape should hide the souffles that snape should hide,13,13,9,0,0,0,1
because petunia should eat the baklava that james must hide lupin must run,because must must chew the strudel that albus must create,13,13,10,0,N/A,N/A,0
hagrid should swim since sirius must assemble the cookie which lupin may sprinkle,hagrid should sprinkle the baklava,13,13,5,0,0,0,1
the wizard must eat the doughnut since the student may hide the strudel,the student must hide the baklava,13,13,6,0,0,0,1
because voldemort should hide a chocolate which petunia must gobble she can party,because a professor must chew a cake that a must assemble a cake,13,13,13,0,N/A,N/A,0
because mcgonagall must arrange many pancakes lily should make the pancake,because the professor may arrange the baklava,11,11,7,0,0,0,1
draco may prepare the cakes that the wizard must make,the professor must chew the baklava,10,10,6,0,0,0,1
james should create the souffles that a wizard must sprinkle,james should hide a cookie,10,10,5,0,0,0,1
hermione may walk since ron must giggle,hermione must chew the strudel that hermione must chew,7,7,9,0,0,0,1
snape may walk because neville must wiggle,neville must assemble the cakes,7,7,5,0,0,0,1
he should eat a cookie,he should make a pancake,5,5,5,0,1,0,1
she must chew the baklava,she must chew,5,5,3,0,0,0,1
george must eat the souffles,george must gobble the baklava,5,5,5,0,1,0,1
voldemort can eat a eclaire,voldemort may make the pancake,5,5,5,0,1,0,1
lupin can prepare the cookie,james can sprinkle the cookie,5,5,5,0,1,0,1
the witch can prepare the souffles that james may hide,mcgonagall can not chew the chocolates,10,10,6,0,0,0,1
since the wizard should sprinkle many pancakes neville may run,since neville may prepare,10,10,4,0,0,0,1
neville must prepare the baklava which a witch must make,neville must assemble a cake,10,10,5,0,0,0,1
voldemort may hide the baklava that a witch can create,voldemort can eat,10,10,3,0,0,0,1
the wizard may sprinkle the baklava which the witch may arrange,the professor may not create the souffles,11,11,7,0,0,0,1
the student must prepare a cookie that the wizard should hide,the professor must chew the croissants,11,11,6,0,0,0,1
lily must laugh,lily must smile,3,3,3,0,1,0,1
fred must run,fred must assemble,3,3,3,0,1,0,1
albus may walk,albus may gobble,3,3,3,0,1,0,1
lupin should smile,lupin should walk,3,3,3,0,1,0,1
he must party,he must chew,3,3,3,0,1,0,1
a wizard may smile,a wizard may prepare,4,4,4,0,1,0,1
since george should jump ron should gobble the chocolates,since voldemort must chew the baklava,9,9,6,0,0,0,1
petunia may make the chocolates that george must hide,vernon must hide the chocolates that lupin must create,9,9,9,0,1,0,1
james should prepare the cake that hagrid should eat,hagrid should gobble the pancake that should should gobble the pancake that should should gobble,9,9,15,0,N/A,N/A,0
because fred must sprinkle the souffles sirius should laugh,because a student should hide the baklava,9,9,7,0,0,0,1
ron must make a pancake,ron must assemble a cake,5,5,5,0,1,0,1
hermione may sprinkle a cookie,hermione may assemble a pancake,5,5,5,0,1,0,1
ron must make a eclaire,ron must chew a cake,5,5,5,0,1,0,1
voldemort can create the cookies,the can create the cookies,5,5,5,0,N/A,N/A,0
sirius should eat a chocolate,sirius should make a cookie,5,5,5,0,1,0,1
since ron should create the pancake that she may arrange the witch should assemble a pancake,a professor should chew a chocolate that a professor should make,16,16,11,0,0,0,1
the student must chew the baklava since voldemort should make the pancakes that ginny must create,the professor must chew the croissants,16,16,6,0,0,0,1
since harry can make the eclaires that petunia may eat the student should gobble the chocolate,the student should sprinkle the baklava,16,16,6,0,0,0,1
hermione may eat a croissant that snape can make because draco must sprinkle the pancakes,hermione may eat the baklava,15,15,5,0,0,0,1
ron should eat the chocolates that draco must gobble because he must assemble the cake,draco must create the baklava that the professor can create the chocolates that she must create,15,15,16,0,N/A,N/A,0
because george should assemble the doughnuts which hermione must arrange lily may prepare the souffles,because the must hide the baklava,15,15,6,0,N/A,N/A,0
she may chew many strudels since albus should gobble the cookie that lily should gobble,a professor may gobble the strudels,15,15,6,0,0,0,1
she must sprinkle the eclaires,she must gobble,5,5,3,0,0,0,1
hermione must make the croissants,hermione must assemble the baklava,5,5,5,0,1,0,1
dobby must chew a souffle,dobby must hide the strudel,5,5,5,0,1,0,1
because snape must prepare the souffles james must sprinkle the chocolate that a wizard should create because neville should swim,because may should sprinkle the cakes,20,20,6,0,N/A,N/A,0
voldemort must gobble the pancakes that voldemort can chew because harry may sprinkle many strudels which a professor can hide,voldemort can chew,20,20,3,0,0,0,1
the witch should gobble a cookie that she must create,a professor should chew a cookie that a student should chew,10,10,11,0,0,1,1
he should assemble the baklava that he can sprinkle,he should sprinkle the cakes,9,9,5,0,0,0,1
dobby must arrange the doughnut that hermione must chew,dobby must hide the strudel,9,9,5,0,0,0,1
dobby must make a cookie which lupin should arrange,dobby must gobble the strudel,9,9,5,0,0,0,1
hagrid should hide the eclaires that ginny must sprinkle,hagrid should arrange the baklava,9,9,5,0,0,0,1
sirius can assemble the cakes that lily can assemble,the student can assemble the croissants,9,9,6,0,0,0,1
a wizard must make the souffle that sirius must chew,a wizard must make a wizard must make,10,10,8,0,N/A,N/A,0
a witch can make a pancake that she must assemble,a student must make a eclaire,10,10,6,0,0,0,1
a student may assemble a cookie,a student may a a student,6,6,6,0,N/A,N/A,0
fred may assemble a souffle which ron can chew,fred must prepare,9,9,3,0,0,0,1
