Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
since the professor should arrange the doughnut a professor must make the souffles,since the professor should arrange the doughnut a professor must make the souffles,13,13,13,1,1,1,1
mcgonagall can run since she should arrange the baklava which george should assemble,mcgonagall can run since she should arrange the baklava which george should assemble,13,13,13,1,1,1,1
the student should swim,the student should swim,4,4,4,1,1,1,1
a witch should hiccup,a witch should hiccup,4,4,4,1,1,1,1
hagrid should prepare a cake,hagrid should prepare a cake,5,5,5,1,1,1,1
albus may sprinkle the doughnuts,albus may sprinkle the doughnuts,5,5,5,1,1,1,1
ron should hide the croissant,ron should hide the croissant,5,5,5,1,1,1,1
hermione can assemble a chocolate,hermione can assemble a chocolate,5,5,5,1,1,1,1
lupin must eat the chocolates,lupin must eat the chocolates,5,5,5,1,1,1,1
the student may giggle,the student may giggle,4,4,4,1,1,1,1
harry may prepare many croissants since george must hide many doughnuts,harry may prepare many croissants since george must hide many doughnuts,11,11,11,1,1,1,1
ron may arrange the doughnut because mcgonagall should eat a eclaire,ron may arrange the doughnut because mcgonagall should eat a eclaire,11,11,11,1,1,1,1
a professor should sprinkle the doughnuts,a professor should sprinkle the doughnuts,6,6,6,1,1,1,1
a student must run,a student must run,4,4,4,1,1,1,1
a professor must gobble the cake that mcgonagall must eat,a professor must gobble the cake that mcgonagall must eat,10,10,10,1,1,1,1
mcgonagall should create a souffle that the professor can sprinkle,mcgonagall should create a souffle that the professor can sprinkle,10,10,10,1,1,1,1
lupin may eat the eclaires that the professor should gobble,lupin may eat the eclaires that the professor should gobble,10,10,10,1,1,1,1
he must create the baklava,he must create the baklava,5,5,5,1,1,1,1
vernon can eat a croissant,vernon can eat a croissant,5,5,5,1,1,1,1
sirius must make the chocolates,sirius must make the chocolates,5,5,5,1,1,1,1
sirius must arrange the cookie,sirius must arrange the cookie,5,5,5,1,1,1,1
sirius may make the cookie,sirius may make the cookie,5,5,5,1,1,1,1
sirius can sprinkle the pancakes that snape must prepare,sirius can sprinkle the pancakes that snape must prepare,9,9,9,1,1,1,1
hermione should hide a eclaire that snape should create,hermione should hide a eclaire that snape should create,9,9,9,1,1,1,1
lupin must create a baklava that lily should chew,lupin must create a baklava that lily should chew,9,9,9,1,1,1,1
fred may prepare many pancakes that she must assemble,fred may prepare many pancakes that she must assemble,9,9,9,1,1,1,1
vernon can create a chocolate which vernon can arrange,vernon can create a chocolate which vernon can arrange,9,9,9,1,1,1,1
lupin must eat the doughnut which lily may chew,lupin must eat the doughnut which lily may chew,9,9,9,1,1,1,1
he can chew the cookies which she must eat,he can chew the cookies which she must eat,9,9,9,1,1,1,1
george must assemble the eclaires that lupin must prepare,george must assemble the eclaires that lupin must prepare,9,9,9,1,1,1,1
dobby can chew the eclaire that dobby may hide,dobby can chew the eclaire that dobby may hide,9,9,9,1,1,1,1
ginny should prepare the pancakes that fred can eat,ginny should prepare the pancakes that fred can eat,9,9,9,1,1,1,1
fred should eat a eclaire which ginny should eat,fred should eat a eclaire which ginny should eat,9,9,9,1,1,1,1
since hermione may hide the eclaires lily may party,since hermione may hide the eclaires lily may party,9,9,9,1,1,1,1
snape must assemble the souffles which ron may hide,snape must assemble the souffles which ron may hide,9,9,9,1,1,1,1
hermione must eat a souffle which vernon can chew,hermione must eat a souffle which vernon can chew,9,9,9,1,1,1,1
ron can chew many pancakes that james must chew,ron can chew many pancakes that james must chew,9,9,9,1,1,1,1
because she can make many pancakes that dobby must prepare harry should arrange the cookie,because she can make many pancakes that dobby must prepare harry should arrange the cookie,15,15,15,1,1,1,1
harry must make a souffle that harry must sprinkle because petunia should eat a croissant,harry must make a souffle that harry must sprinkle because petunia should eat a croissant,15,15,15,1,1,1,1
voldemort must gobble many croissants because snape must assemble many cakes that albus may hide,voldemort must gobble many croissants because snape must assemble many cakes that albus may hide,15,15,15,1,1,1,1
hagrid must sprinkle a cookie that she should make since voldemort may eat the doughnuts,hagrid must sprinkle a cookie that she should make since voldemort may eat the doughnuts,15,15,15,1,1,1,1
hermione may create the cake which a professor can prepare because harry should eat the cookies which the student should chew,hermione may create the cake which a professor can prepare because harry should eat the cookies which the student should chew,21,21,21,1,1,1,1
because snape should eat the cakes that hagrid should arrange the professor must chew the strudels since the professor must laugh,because snape should eat the cakes that hagrid should arrange the professor must chew the strudels since the professor must laugh,21,21,21,1,1,1,1
because he can gobble a doughnut because she should make the pancake that snape should eat george may sprinkle the strudels,because he can gobble a doughnut because she should make the pancake that snape should eat george may sprinkle the strudels,21,21,21,1,1,1,1
because lily can make the chocolate voldemort must sprinkle the cookies that fred should hide because lily may hide the souffles,because lily can make the chocolate voldemort must sprinkle the cookies that fred should hide because lily may hide the souffles,21,21,21,1,1,1,1
since george should giggle since albus can create many pancakes lily should chew many souffles because she can make a doughnut,since george should giggle since albus can create many pancakes lily should chew many souffles because she can make a doughnut,21,21,21,1,1,1,1
the witch must sprinkle the doughnuts,the witch must sprinkle the doughnuts,6,6,6,1,1,1,1
the wizard may assemble many chocolates,the wizard may assemble many chocolates,6,6,6,1,1,1,1
petunia must make the eclaires,petunia must make the eclaires,5,5,5,1,1,1,1
james must hide the eclaires,james must hide the eclaires,5,5,5,1,1,1,1
she may assemble a chocolate,she may assemble a chocolate,5,5,5,1,1,1,1
harry should hide many eclaires,harry should hide many eclaires,5,5,5,1,1,1,1
a student should smile,a student should smile,4,4,4,1,1,1,1
a witch must swim,a witch must swim,4,4,4,1,1,1,1
a wizard should eat the pancakes,a wizard should eat the pancakes,6,6,6,1,1,1,1
since lupin may create the souffles hermione must walk since dobby must run,since lupin may create the souffles hermione must walk since dobby must run,13,13,13,1,1,1,1
harry should laugh since she should chew many doughnuts that lupin may create,harry should laugh since she should chew many doughnuts that lupin may create,13,13,13,1,1,1,1
lily must walk since lupin must arrange a strudel which he should assemble,lily must walk since lupin must arrange a strudel which he should assemble,13,13,13,1,1,1,1
because lily must party harry can hide the doughnuts that george may prepare,because lily must party harry can hide the doughnuts that george may prepare,13,13,13,1,1,1,1
draco should make the cookies,draco should make the cookies,5,5,5,1,1,1,1
she must eat a baklava,she must eat a baklava,5,5,5,1,1,1,1
draco must hide the doughnuts,draco must hide the doughnuts,5,5,5,1,1,1,1
hermione must prepare the doughnuts,hermione must prepare the doughnuts,5,5,5,1,1,1,1
ginny may prepare a eclaire,ginny may prepare a eclaire,5,5,5,1,1,1,1
dobby can create a pancake which a wizard can sprinkle,dobby can create a pancake which a wizard can sprinkle,10,10,10,1,1,1,1
since a student should chew a croissant james may create the chocolates that the professor may arrange,since a student should chew a croissant james may create the chocolates that the professor may arrange,17,17,17,1,1,1,1
since vernon must hide the doughnuts george should sprinkle the cookies,since vernon must hide the doughnuts george should sprinkle the cookies,11,11,11,1,1,1,1
hermione should eat a pancake,hermione should eat a pancake,5,5,5,1,1,1,1
hermione must arrange a doughnut,hermione must arrange a doughnut,5,5,5,1,1,1,1
draco must create the souffles,draco must create the souffles,5,5,5,1,1,1,1
george can assemble the eclaire,george can assemble the eclaire,5,5,5,1,1,1,1
snape can eat the baklava since harry must arrange the cake,snape can eat the baklava since harry must arrange the cake,11,11,11,1,1,1,1
petunia may gobble many croissants that a professor should hide,petunia may gobble many croissants that a professor should hide,10,10,10,1,1,1,1
a wizard should prepare many cookies which the professor may eat,a wizard should prepare many cookies which the professor may eat,11,11,11,1,1,1,1
the professor can create a eclaire that the professor should arrange,the professor can create a eclaire that the professor should arrange,11,11,11,1,1,1,1
a student should laugh,a student should laugh,4,4,4,1,1,1,1
she must prepare a cookie,she must prepare a cookie,5,5,5,1,1,1,1
ron can prepare the croissants,ron can prepare the croissants,5,5,5,1,1,1,1
voldemort can assemble a doughnut,voldemort can assemble a doughnut,5,5,5,1,1,1,1
albus should assemble a baklava,albus should assemble a baklava,5,5,5,1,1,1,1
fred should eat the strudels,fred should eat the strudels,5,5,5,1,1,1,1
a professor should make the strudel,a professor should make the strudel,6,6,6,1,1,1,1
because a student can assemble a doughnut which a wizard can chew draco must eat the chocolate that lily can assemble,because a student can assemble a doughnut which a wizard can chew draco must eat the chocolate that lily can assemble,21,21,21,1,1,1,1
since vernon may hide a pancake because she should create a doughnut that albus may prepare lupin must prepare a cookie,since vernon may hide a pancake because she should create a doughnut that albus may prepare lupin must prepare a cookie,21,21,21,1,1,1,1
because hagrid may hide a strudel that the professor can gobble vernon may assemble the strudel that harry should assemble,because hagrid may hide a strudel that the professor can gobble vernon may assemble the strudel that harry should assemble,20,20,20,1,1,1,1
