target,prediction,target length,correct
a wizard must smile,a wizard must smile,4,1
hagrid must not smile,hagrid must not smile,4,1
george must not jump,george must not jump,4,1
he may not wiggle,he may not wiggle,4,1
the wizard may wiggle,the wizard may wiggle,4,1
a wizard may smile,a wizard may smile,4,1
ron should not jump,ron should not jump,4,1
hagrid may not smile,hagrid may not smile,4,1
harry should not run,harry should not run,4,1
ron should not party,ron should not party,4,1
dobby should not run,dobby should not run,4,1
dobby should not smile,dobby should not smile,4,1
a witch should run,a witch should run,4,1
vernon should not swim,vernon should not swim,4,1
james may not swim,james may not swim,4,1
george must not party,george must not party,4,1
a wizard must walk,a wizard must walk,4,1
draco must not jump,draco must not jump,4,1
petunia can not run,petunia can not run,4,1
mcgonagall may not swim,mcgonagall may not swim,4,1
he can not jump,he can not jump,4,1
sirius must not party,sirius must not party,4,1
the witch may walk,the witch may walk,4,1
the student can swim,the student can swim,4,1
voldemort must not laugh,voldemort must not laugh,4,1
hagrid should not party,hagrid should not party,4,1
the professor must run,the professor must run,4,1
he can not walk,he can not walk,4,1
lupin should not wiggle,lupin should not wiggle,4,1
mcgonagall should not smile,mcgonagall should not smile,4,1
the witch must party,the witch must party,4,1
albus must not hiccup,albus must not hiccup,4,1
lupin can not jump,lupin can not jump,4,1
snape can not giggle,snape can not giggle,4,1
hagrid should not giggle,hagrid should not giggle,4,1
the wizard should wiggle,the wizard should wiggle,4,1
the student may giggle,the student may giggle,4,1
she can not run,she can not run,4,1
she may not wiggle,she may not wiggle,4,1
hagrid can not party,hagrid can not party,4,1
a witch should hiccup,a witch should hiccup,4,1
sirius must not walk,sirius must not walk,4,1
lupin must not hiccup,lupin must not hiccup,4,1
vernon must not swim,vernon must not swim,4,1
she must not smile,she must not smile,4,1
the wizard must giggle,the wizard must giggle,4,1
george should not run,george should not run,4,1
fred must not giggle,fred must not giggle,4,1
hagrid can not walk,hagrid can not walk,4,1
a student must smile,a student must smile,4,1
he can not wiggle,he can not wiggle,4,1
sirius may not swim,sirius may not swim,4,1
voldemort must not giggle,voldemort must not giggle,4,1
snape should not giggle,snape should not giggle,4,1
a professor must smile,a professor must smile,4,1
ron can not smile,ron can not smile,4,1
a wizard must smile,a wizard must smile,4,1
harry can not walk,harry can not walk,4,1
draco may not giggle,draco may not giggle,4,1
mcgonagall must not run,mcgonagall must not run,4,1
hermione must not run,hermione must not run,4,1
hagrid should not jump,hagrid should not jump,4,1
lupin should not smile,lupin should not smile,4,1
snape can not wiggle,snape can not wiggle,4,1
neville must not giggle,neville must not giggle,4,1
george can not walk,george can not walk,4,1
ron must not smile,ron must not smile,4,1
snape can not giggle,snape can not giggle,4,1
the student must party,the student must party,4,1
he may not wiggle,he may not wiggle,4,1
voldemort can not wiggle,voldemort can not wiggle,4,1
lupin may not wiggle,lupin may not wiggle,4,1
ron may not hiccup,ron may not hiccup,4,1
a student should jump,a student should jump,4,1
the professor should swim,the professor should swim,4,1
he can not laugh,he can not laugh,4,1
james may not walk,james may not walk,4,1
mcgonagall can not swim,mcgonagall can not swim,4,1
she may not run,she may not run,4,1
she should not jump,she should not jump,4,1
hermione should not party,hermione should not party,4,1
a student can walk,a student can walk,4,1
ron should not party,ron should not party,4,1
a witch should party,a witch should party,4,1
the witch may walk,the witch may walk,4,1
a professor must laugh,a professor must laugh,4,1
albus may not hiccup,albus may not hiccup,4,1
the wizard must wiggle,the wizard must wiggle,4,1
she may not jump,she may not jump,4,1
lily must not walk,lily must not walk,4,1
hermione should not party,hermione should not party,4,1
a student may walk,a student may walk,4,1
the professor must giggle,the professor must giggle,4,1
albus must not giggle,albus must not giggle,4,1
james must not walk,james must not walk,4,1
she must not party,she must not party,4,1
george may not giggle,george may not giggle,4,1
albus should not hiccup,albus should not hiccup,4,1
dobby must not laugh,dobby must not laugh,4,1
petunia must not giggle,petunia must not giggle,4,1
snape can not walk,snape can not walk,4,1
vernon can not smile,vernon can not smile,4,1
dobby may not walk,dobby may not walk,4,1
lily should not swim,lily should not swim,4,1
lupin must not run,lupin must not run,4,1
james must not walk,james must not walk,4,1
she may not swim,she may not swim,4,1
a student can giggle,a student can giggle,4,1
sirius can not laugh,sirius can not laugh,4,1
snape should not laugh,snape should not laugh,4,1
dobby must not party,dobby must not party,4,1
albus can not giggle,albus can not giggle,4,1
ron must not giggle,ron must not giggle,4,1
a professor should hiccup,a professor should hiccup,4,1
ron should not smile,ron should not smile,4,1
george should not swim,george should not swim,4,1
a wizard can wiggle,a wizard can wiggle,4,1
mcgonagall should not run,mcgonagall should not run,4,1
vernon must not smile,vernon must not smile,4,1
draco should not hiccup,draco should not hiccup,4,1
ron must not laugh,ron must not laugh,4,1
fred can not party,fred can not party,4,1
sirius must not walk,sirius must not walk,4,1
a professor should run,a professor should run,4,1
a wizard may run,a wizard may run,4,1
albus should not laugh,albus should not laugh,4,1
fred may not party,fred may not party,4,1
neville may not hiccup,neville may not hiccup,4,1
the witch can wiggle,the witch can wiggle,4,1
hermione must not hiccup,hermione must not hiccup,4,1
vernon must not smile,vernon must not smile,4,1
draco must not party,draco must not party,4,1
the student may laugh,the student may laugh,4,1
hermione may not run,hermione may not run,4,1
mcgonagall can not party,mcgonagall can not party,4,1
the student should wiggle,the student should wiggle,4,1
ron can not giggle,ron can not giggle,4,1
he can not jump,he can not jump,4,1
mcgonagall may not giggle,mcgonagall may not giggle,4,1
neville can not run,neville can not run,4,1
george may not swim,george may not swim,4,1
he should not hiccup,he should not hiccup,4,1
neville should not party,neville should not party,4,1
the student should smile,the student should smile,4,1
he can not giggle,he can not giggle,4,1
sirius can not run,sirius can not run,4,1
he may not walk,he may not walk,4,1
george should not smile,george should not smile,4,1
fred can not jump,fred can not jump,4,1
sirius can not jump,sirius can not jump,4,1
lupin can not hiccup,lupin can not hiccup,4,1
lupin must not laugh,lupin must not laugh,4,1
sirius should not wiggle,sirius should not wiggle,4,1
the witch may swim,the witch may swim,4,1
hagrid should not wiggle,hagrid should not wiggle,4,1
sirius should not smile,sirius should not smile,4,1
albus should not party,albus should not party,4,1
he should not run,he should not run,4,1
a student can smile,a student can smile,4,1
james should not giggle,james should not giggle,4,1
voldemort can not party,voldemort can not party,4,1
the professor may laugh,the professor may laugh,4,1
fred may not laugh,fred may not laugh,4,1
george should not jump,george should not jump,4,1
petunia should not swim,petunia should not swim,4,1
voldemort can not hiccup,voldemort can not hiccup,4,1
the professor must swim,the professor must swim,4,1
mcgonagall may not wiggle,mcgonagall may not wiggle,4,1
a witch can walk,a witch can walk,4,1
lupin may not party,lupin may not party,4,1
lupin can not wiggle,lupin can not wiggle,4,1
harry must not party,harry must not party,4,1
snape must not laugh,snape must not laugh,4,1
draco can not party,draco can not party,4,1
harry should not party,harry should not party,4,1
petunia may not party,petunia may not party,4,1
hagrid should not smile,hagrid should not smile,4,1
hagrid should not jump,hagrid should not jump,4,1
a student must jump,a student must jump,4,1
hermione must not run,hermione must not run,4,1
hermione can not laugh,hermione can not laugh,4,1
he should not party,he should not party,4,1
lily can not swim,lily can not swim,4,1
neville must not swim,neville must not swim,4,1
mcgonagall should not wiggle,mcgonagall should not wiggle,4,1
a student can smile,a student can smile,4,1
draco can not laugh,draco can not laugh,4,1
a professor may hiccup,a professor may hiccup,4,1
sirius may not run,sirius may not run,4,1
lily must not jump,lily must not jump,4,1
dobby can not swim,dobby can not swim,4,1
fred must not party,fred must not party,4,1
petunia must not hiccup,petunia must not hiccup,4,1
lily should not party,lily should not party,4,1
snape should not swim,snape should not swim,4,1
sirius may not jump,sirius may not jump,4,1
he must not walk,he must not walk,4,1
he should not jump,he should not jump,4,1
hagrid must not swim,hagrid must not swim,4,1
ginny must not walk,ginny must not walk,4,1
james may not smile,james may not smile,4,1
snape can not laugh,snape can not laugh,4,1
james must not hiccup,james must not hiccup,4,1
petunia may not swim,petunia may not swim,4,1
a professor may jump,a professor may jump,4,1
petunia must not giggle,petunia must not giggle,4,1
fred should not swim,fred should not swim,4,1
ginny should not laugh,ginny should not laugh,4,1
vernon must not swim,vernon must not swim,4,1
george must not smile,george must not smile,4,1
ron must not wiggle,ron must not wiggle,4,1
harry must not walk,harry must not walk,4,1
vernon may not jump,vernon may not jump,4,1
she may not jump,she may not jump,4,1
albus can not hiccup,albus can not hiccup,4,1
james may not walk,james may not walk,4,1
draco should not swim,draco should not swim,4,1
a student must party,a student must party,4,1
a student must hiccup,a student must hiccup,4,1
hermione must not walk,hermione must not walk,4,1
james should not run,james should not run,4,1
mcgonagall must not laugh,mcgonagall must not laugh,4,1
james can not jump,james can not jump,4,1
hagrid must not giggle,hagrid must not giggle,4,1
petunia must not giggle,petunia must not giggle,4,1
lily may not run,lily may not run,4,1
a professor should laugh,a professor should laugh,4,1
the wizard should party,the wizard should party,4,1
george may not laugh,george may not laugh,4,1
the professor should run,the professor should run,4,1
sirius should not swim,sirius should not swim,4,1
voldemort must not swim,voldemort must not swim,4,1
a student may walk,a student may walk,4,1
snape can not run,snape can not run,4,1
a professor must hiccup,a professor must hiccup,4,1
he must not swim,he must not swim,4,1
she may not smile,she may not smile,4,1
a wizard should party,a wizard should party,4,1
albus must not hiccup,albus must not hiccup,4,1
a wizard can swim,a wizard can swim,4,1
ron must not hiccup,ron must not hiccup,4,1
snape should not hiccup,snape should not hiccup,4,1
mcgonagall should not wiggle,mcgonagall should not wiggle,4,1
harry can not jump,harry can not jump,4,1
sirius should not swim,sirius should not swim,4,1
hermione must not smile,hermione must not smile,4,1
fred can not party,fred can not party,4,1
lupin should not wiggle,lupin should not wiggle,4,1
a witch must swim,a witch must swim,4,1
ron should not smile,ron should not smile,4,1
the witch can jump,the witch can jump,4,1
hagrid must not giggle,hagrid must not giggle,4,1
he should not run,he should not run,4,1
the witch should laugh,the witch should laugh,4,1
james may not swim,james may not swim,4,1
ginny should not walk,ginny should not walk,4,1
ginny must not walk,ginny must not walk,4,1
voldemort should not hiccup,voldemort should not hiccup,4,1
george may not run,george may not run,4,1
ginny can not laugh,ginny can not laugh,4,1
mcgonagall must not giggle,mcgonagall must not giggle,4,1
he may not laugh,he may not laugh,4,1
ron may not walk,ron may not walk,4,1
albus should not jump,albus should not jump,4,1
petunia must not party,petunia must not party,4,1
harry must not giggle,harry must not giggle,4,1
he may not swim,he may not swim,4,1
dobby can not walk,dobby can not walk,4,1
she should not smile,she should not smile,4,1
neville can not wiggle,neville can not wiggle,4,1
neville should not party,neville should not party,4,1
albus may not walk,albus may not walk,4,1
ginny must not swim,ginny must not swim,4,1
a student can walk,a student can walk,4,1
hagrid can not laugh,hagrid can not laugh,4,1
a witch should run,a witch should run,4,1
he can not wiggle,he can not wiggle,4,1
hagrid must not laugh,hagrid must not laugh,4,1
a wizard should smile,a wizard should smile,4,1
fred should not jump,fred should not jump,4,1
he must not walk,he must not walk,4,1
a student should giggle,a student should giggle,4,1
the student must walk,the student must walk,4,1
voldemort must not laugh,voldemort must not laugh,4,1
dobby should not run,dobby should not run,4,1
