Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)",Negates Main Clause,Has Main Clause,Negates Main Clause,Negates Outside of Main Clause,Has Target Verb,Negates Target Verb
"['because george may assemble the pancake that the witch must sprinkle harry can not wiggle', 'because petunia may not assemble the pancake that the student should assemble the pancake that the student should assemble', 14, 15, 19, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because lily should sprinkle the croissants that albus may chew the professor should not make the doughnuts', 'because should should not sprinkle the croissants that she must sprinkle', 16, 17, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because he can assemble the eclaires that the student may assemble fred must not hide the doughnut', 'because can assemble the eclaires that dobby can assemble the eclaires that the student can assemble the eclaires that the student can assemble', 16, 17, 23, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because mcgonagall can sprinkle a chocolate a student can not eat the doughnuts which neville may make', 'because can can eat the doughnuts which a professor should eat a doughnuts which a professor should eat', 16, 17, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because vernon can jump because lily may sprinkle the cookie she should not arrange many pancakes', 'because can not sprinkle the cookie because she should assemble the cookie', 15, 16, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since snape should chew the baklava that vernon must eat ginny can not assemble the cakes', 'since snape should not chew the baklava that vernon can assemble the baklava that vernon can assemble the baklava that vernon can assemble', 15, 16, 23, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since the student may run ron should not make a baklava that vernon must hide', 'since the student may not assemble the cookie that vernon should create', 14, 15, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since james should gobble the chocolate because albus must run a professor can not smile', 'since should not gobble the chocolate because albus should gobble the chocolate', 14, 15, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because lily may gobble a chocolate a student can not arrange the eclaires', 'because lily may not arrange the eclaires that james must arrange', 12, 13, 11, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because a student can create a cookie he can not create the souffles', 'because a student should not arrange the souffles because draco can arrange the souffles', 12, 13, 14, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because dobby should sprinkle the pancake that he must create a wizard can not hide a chocolate', 'because a wizard should sprinkle the pancake that she must sprinkle', 16, 17, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['since harry should gobble the cakes snape should not eat a cookie that a student should assemble', 'harry should not gobble the cakes that snape should gobble', 16, 17, 10, 0, 1, 0, 0, 1, 1, 0, 0]"
"['since neville must create the baklava that the student can gobble george may not eat a chocolate', 'since neville must not prepare the baklava that the student must create the baklava that the should create george since hagrid must create', 16, 17, 23, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because she can create the pancakes a wizard may not make the croissants that petunia should prepare', 'because a can assemble the pancakes that she may assemble', 16, 17, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because ron may arrange the baklava that the witch must arrange petunia may not eat the cake', 'because may not arrange the baklava that the student should eat the baklava that the student should eat the baklava that the should assemble', 16, 17, 24, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because lupin must smile the witch must not sprinkle the doughnut', 'because must not sprinkle the doughnut because james must sprinkle the doughnut', 10, 11, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because a student may walk hagrid must not gobble a baklava', 'because a student can not laugh hagrid must arrange', 10, 11, 9, 0, 1, 0, 0, 1, 1, 0, 0]"
"['because the professor should eat a croissant lily may not wiggle', 'because the professor should not wiggle', 10, 11, 6, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because george should hide the baklava vernon may not arrange the pancake which lupin should create because harry must smile', 'because should not hide the baklava which lupin should hide', 19, 20, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since draco must prepare a eclaire which she can prepare dobby may not walk because james may prepare the baklava', 'since must not assemble the baklava which dobby may assemble the baklava which dobby can gobble the baklava', 19, 20, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because sirius may hide many eclaires the professor must not walk', 'because petunia may not hide many eclaires that james may assemble', 10, 11, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since james can hide the chocolates the student can not prepare the pancakes', 'since james can not hide the pancakes since james can hide the pancakes', 12, 13, 13, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since fred should hide a doughnut mcgonagall must not party', 'since fred should not party a doughnut', 9, 10, 7, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since hermione should sprinkle the souffle snape must not jump', 'since should not sprinkle the souffle since snape should sprinkle the souffle', 9, 10, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because mcgonagall can sprinkle a cookie vernon must not make a cake that she should hide', 'because can can not sprinkle a cookie that she may assemble', 15, 16, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since vernon can eat the cookie james can not sprinkle the baklava which albus must gobble', 'since vernon can not sprinkle the cookie which the student can sprinkle since she can sprinkle the baklava which the student should sprinkle', 15, 16, 23, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since lupin should make the eclaires which she may create hagrid must not prepare the souffles', 'since should not make the eclaires which lupin may make the eclaires which the should create the eclaires which the souffles', 15, 16, 21, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since dobby must sprinkle the baklava which george should hide hermione can not arrange a cookie that draco may arrange', 'since must not sprinkle the baklava which draco must sprinkle the baklava that draco must sprinkle', 19, 20, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because hagrid can walk since sirius must eat the eclaire that george must chew hermione should not make many cookies', 'because hagrid can not sirius can sirius can sirius can sirius can sirius can sirius can sirius should sprinkle many croissants that the professor should assemble', 19, 20, 26, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because sirius must make a cookie which petunia must hide ginny must not eat the strudels', 'because she must not hide the chocolates because harry must create the strudels which a student should hide', 15, 16, 18, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because petunia may hiccup hermione must not sprinkle the doughnuts that she must sprinkle', 'because petunia may not sprinkle the doughnuts that she must sprinkle a croissant that dobby must sprinkle', 13, 14, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because sirius should hiccup ginny can not chew the croissant that fred should eat', 'because should should not chew the croissant that she can chew', 13, 14, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because the professor must chew the souffles a student must not prepare the croissants that george should create since he should make the souffle', 'because the professor must not chew the souffles that she should make the souffles that he should arrange', 23, 24, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since hermione can chew the doughnuts since a professor should prepare a doughnut the witch can not hide a doughnut that george should create', 'since can not chew the doughnuts that she can chew the doughnuts that she can chew', 23, 24, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since fred should assemble the cookie since fred must run george must not gobble a eclaire since the wizard should eat the strudels', 'since fred should not assemble the cookie since fred may assemble the cookie since fred may assemble the cookie since neville can assemble', 22, 23, 23, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because fred should chew the doughnuts a wizard should not make the baklava', 'because a should not chew the doughnuts a professor should chew the baklava', 12, 13, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since neville can create the eclaires the student may not hide a baklava', 'since neville can not create the eclaires that the witch can create', 12, 13, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because hagrid may create the doughnuts the student should not create the baklava which voldemort can eat', 'because james may not eat the chocolates which the student should create the baklava which a student should create the baklava which the student should create the baklava which the', 16, 17, 30, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because draco may make a cookie that mcgonagall should prepare fred must not eat the pancake which hagrid must sprinkle', 'because james may not arrange a witch should jump because draco may arrange the cookie that mcgonagall must assemble', 19, 20, 19, 0, 1, 0, 0, 1, 1, 0, 0]"
"['because fred can hide a croissant lily should not swim', 'because fred can not swim since a wizard can swim', 9, 10, 10, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since harry must make many chocolates james must not wiggle', 'since must not make many chocolates which hermione must chew', 9, 10, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because lily should smile hermione must not arrange the strudels', 'because should not arrange the strudels because the must arrange the strudels', 9, 10, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because draco should smile she may not assemble the doughnuts', 'because should not assemble the doughnuts because she should assemble the doughnuts', 9, 10, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because mcgonagall must prepare the chocolate harry should not party', 'because must not party the chocolate', 9, 10, 6, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since ginny must chew a baklava voldemort may not chew the strudel', 'since must not chew the strudel which the professor may chew the strudel', 11, 12, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because she must create the chocolate neville should not chew the pancakes', 'because she must chew the chocolate', 11, 12, 6, 0, 1, 0, 0, 0, 0, 0, 1]"
"['since neville must prepare many baklava draco may not prepare many doughnuts', 'since neville must not prepare many souffles since draco should prepare', 11, 12, 11, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since he can chew the doughnut george should not make the cake', 'since he can not chew the doughnut', 11, 12, 7, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since harry must sprinkle the chocolates petunia should not gobble the pancake', 'harry must not sprinkle the pancake since she should sprinkle the pancake', 11, 12, 12, 0, 1, 0, 0, 1, 1, 0, 0]"
"['because draco must assemble the eclaires dobby must not eat many pancakes which james may prepare', 'draco must not assemble the eclaires which a witch should assemble', 15, 16, 11, 0, 1, 0, 0, 1, 1, 0, 0]"
"['because draco must gobble the baklava snape can not hide the croissants which dobby must hide', 'because she must not hide the chocolates which the student should hide', 15, 16, 12, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because voldemort must arrange the chocolates ginny should not laugh because snape should chew the cakes', 'voldemort must not chew the cakes because snape should laugh because vernon can gobble the cakes', 15, 16, 16, 0, 1, 0, 0, 1, 1, 1]"
"['since james must swim the student should not hide the eclaires that the witch must make', 'since james must not hide the eclaires that the wizard must hide', 15, 16, 12, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because george can eat the souffles that the professor must arrange mcgonagall should not assemble the baklava that a student can create', 'because can not eat the souffles that the student should eat', 21, 22, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because fred must chew the souffles hermione should not arrange the croissants which lupin must assemble because hagrid should assemble the doughnut', 'because must not chew the souffles which lupin must assemble because fred must assemble the souffles which lupin must assemble because', 21, 22, 21, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because albus may prepare many cookies since she should create the strudels hermione must not assemble the chocolate which snape can gobble', 'because albus may not prepare many cookies which snape may prepare the cookies which neville should assemble', 21, 22, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since dobby must sprinkle many souffles george must not hide a pancake because lupin may sprinkle a pancake which hermione should assemble', 'since must not prepare many souffles which lupin may sprinkle', 21, 22, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because a witch should arrange many baklava which petunia should hide hermione can not arrange many cookies that a witch must hide', 'because james should not arrange many baklava which she can arrange many cookies that a student should eat', 21, 22, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since mcgonagall must prepare many souffles that fred can sprinkle she should not arrange a baklava since lily must chew the baklava', 'since must not prepare many souffles that fred must prepare', 21, 22, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since the witch can create a souffle that a wizard can chew mcgonagall should not chew the pancakes that voldemort must arrange', 'since witch can not chew the chocolates that a student should chew', 21, 22, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because neville must giggle the student may not assemble the doughnuts since dobby should arrange the pancake which ginny can gobble', 'because neville must not arrange the chocolates which the professor should assemble the doughnuts which she should assemble', 20, 21, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because the witch must assemble the souffle fred can not gobble the souffles that snape may prepare because she can make the cakes', 'because must not gobble the cookies that snape must gobble the souffles that snape may gobble', 22, 23, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because hermione should jump lupin may not eat many cookies which lily must eat', 'because should not assemble many cookies which a should arrange', 13, 14, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since dobby should swim she should not eat many baklava that george should create', 'since dobby should not eat many cakes that the should eat', 13, 14, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because george may arrange the souffle the witch should not create the pancake because snape should chew the cookie', 'because petunia may not arrange the souffle because the professor may chew the souffle because harry should arrange the souffle', 18, 19, 20, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since a professor must gobble a cake ron can not chew a cookie', 'since a professor must not eat a doughnut ron can create a cookie', 12, 13, 13, 0, 1, 0, 1, 1, 1, 0, 0]"
"['because james must make the eclaire the student may not make a croissant', 'because must not make the eclaire which a witch should make the eclaire', 12, 13, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since hermione can wiggle ron must not prepare the cookies', 'since hermione can not prepare the cookies', 9, 10, 7, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
